userid,age,occupation,gender
97594,29,college/grad student,M
97595,42,scientist,M
97596,33,executive/managerial,M
97597,34,executive/managerial,M
97598,33,college/grad student,M
97599,33,college/grad student,M
97600,25,sales/marketing,M
97601,26,other or not specified,F
97602,32,artist,M
97603,30,college/grad student,F
97604,33,executive/managerial,M
97605,38,writer,F
97606,32,executive/managerial,M
97607,30,college/grad student,F
97608,16,sales/marketing,M
97609,31,executive/managerial,M
97610,28,college/grad student,M
97611,29,academic/educator,F
97612,31,sales/marketing,M
97613,44,other or not specified,M
97614,27,artist,M
97615,29,college/grad student,M
97616,32,college/grad student,M
97617,27,clerical/admin,M
97618,27,college/grad student,M
97619,33,college/grad student,M
97620,30,college/grad student,F
97621,28,college/grad student,M
97622,30,college/grad student,F
97623,80,K-12 student,F
97624,25,scientist,F
97625,18,K-12 student,M
97626,29,executive/managerial,M
97627,21,sales/marketing,M
97628,33,sales/marketing,M
97629,49,academic/educator,M
97630,25,academic/educator,M
97631,31,other or not specified,M
97632,25,tradesman/craftsman,M
97633,13,scientist,F
97634,28,executive/managerial,M
97635,29,executive/managerial,M
97636,31,sales/marketing,M
97637,32,college/grad student,F
97638,32,other or not specified,M
97639,30,scientist,M
97640,27,executive/managerial,M
97641,25,college/grad student,M
97642,26,sales/marketing,M
97643,28,sales/marketing,M
97644,32,executive/managerial,M
97645,18,sales/marketing,M
97646,28,academic/educator,M
97647,28,farmer,M
97648,28,college/grad student,M
97649,34,scientist,M
97650,69,other or not specified,M
97651,33,scientist,F
97652,31,other or not specified,M
97653,15,K-12 student,M
97654,29,college/grad student,M
97655,28,college/grad student,M
97656,26,sales/marketing,M
97657,30,executive/managerial,M
97658,14,homemaker,M
97659,29,college/grad student,M
97660,29,scientist,M
97661,29,self-employed,M
97662,31,college/grad student,M
97663,30,college/grad student,F
97664,62,retired,F
97665,33,executive/managerial,M
97666,13,sales/marketing,M
97667,34,programmer,M
97668,34,college/grad student,M
97669,29,executive/managerial,M
97670,34,college/grad student,M
97671,31,sales/marketing,F
97672,27,self-employed,M
97673,27,executive/managerial,M
97674,39,executive/managerial,M
97675,34,college/grad student,M
97676,20,sales/marketing,M
97677,33,executive/managerial,M
97678,23,sales/marketing,M
97679,34,scientist,M
97680,26,self-employed,F
97681,27,academic/educator,M
97682,27,executive/managerial,M
97683,33,college/grad student,M
97684,26,college/grad student,M
97685,25,self-employed,M
97686,25,sales/marketing,F
97687,33,scientist,M
97688,29,college/grad student,M
97689,32,college/grad student,M
97690,18,college/grad student,M
97691,32,sales/marketing,M
97692,30,scientist,M
97693,19,self-employed,F
97694,26,college/grad student,M
97695,28,executive/managerial,M
97696,27,scientist,M
97697,29,college/grad student,M
97698,29,executive/managerial,M
97699,27,K-12 student,M
97700,31,scientist,M
97701,27,executive/managerial,F
97702,34,college/grad student,M
97703,33,college/grad student,M
97704,25,sales/marketing,M
97705,82,academic/educator,F
97706,30,self-employed,M
97707,28,sales/marketing,M
97708,26,sales/marketing,M
97709,31,executive/managerial,M
97710,26,other or not specified,M
97711,31,self-employed,M
97712,32,self-employed,M
97713,33,college/grad student,M
97714,31,scientist,M
97715,29,programmer,M
97716,40,executive/managerial,M
97717,32,sales/marketing,M
97718,24,technician/engineer,M
97719,29,executive/managerial,M
97720,33,executive/managerial,M
97721,31,sales/marketing,M
97722,41,self-employed,F
97723,33,executive/managerial,M
97724,53,executive/managerial,M
97725,32,other or not specified,M
97726,29,sales/marketing,F
97727,33,executive/managerial,M
97728,26,executive/managerial,M
97729,33,sales/marketing,M
97730,34,sales/marketing,M
97731,27,sales/marketing,M
97732,25,college/grad student,M
97733,29,homemaker,M
97734,27,college/grad student,M
97735,31,artist,F
97736,29,college/grad student,F
97737,72,executive/managerial,F
97738,29,clerical/admin,M
97739,31,college/grad student,M
97740,18,homemaker,F
97741,17,K-12 student,M
97742,32,executive/managerial,M
97743,30,college/grad student,M
97744,33,artist,M
97745,29,college/grad student,M
97746,33,executive/managerial,M
97747,9,K-12 student,M
97748,32,executive/managerial,M
97749,30,college/grad student,M
97750,32,clerical/admin,M
97751,32,college/grad student,M
97752,28,self-employed,M
97753,23,sales/marketing,M
97754,29,artist,M
97755,31,college/grad student,M
97756,30,technician/engineer,M
97757,34,executive/managerial,M
97758,53,academic/educator,M
97759,34,executive/managerial,M
97760,34,clerical/admin,F
97761,27,customer service,M
97762,28,homemaker,M
97763,27,college/grad student,M
97764,28,college/grad student,M
97765,31,college/grad student,M
97766,25,executive/managerial,M
97767,27,college/grad student,M
97768,32,college/grad student,M
97769,27,college/grad student,M
97770,28,sales/marketing,M
97771,20,college/grad student,M
97772,30,college/grad student,M
97773,27,homemaker,M
97774,31,college/grad student,F
97775,13,scientist,M
97776,31,other or not specified,M
97777,28,executive/managerial,M
97778,29,scientist,F
97779,27,sales/marketing,M
97780,28,scientist,M
97781,31,self-employed,F
97782,35,programmer,M
97783,30,self-employed,M
97784,33,homemaker,F
97785,34,college/grad student,F
97786,31,customer service,M
97787,28,scientist,M
97788,25,self-employed,M
97789,41,college/grad student,F
97790,21,self-employed,F
97791,25,college/grad student,M
97792,28,self-employed,M
97793,28,self-employed,M
97794,33,clerical/admin,M
97795,19,college/grad student,M
97796,33,scientist,M
97797,28,college/grad student,M
97798,33,academic/educator,F
97799,31,scientist,F
97800,33,executive/managerial,M
97801,9,K-12 student,M
97802,39,self-employed,M
97803,28,college/grad student,M
97804,26,sales/marketing,M
97805,28,executive/managerial,M
97806,29,sales/marketing,M
97807,25,sales/marketing,M
97808,29,self-employed,M
97809,53,homemaker,M
97810,33,executive/managerial,M
97811,32,college/grad student,M
97812,32,sales/marketing,M
97813,29,executive/managerial,M
97814,36,self-employed,M
97815,41,other or not specified,M
97816,32,academic/educator,F
97817,28,self-employed,M
97818,26,self-employed,M
97819,34,sales/marketing,F
97820,18,scientist,M
97821,26,executive/managerial,M
97822,30,executive/managerial,M
97823,25,college/grad student,M
97824,21,sales/marketing,M
97825,32,college/grad student,M
97826,45,clerical/admin,M
97827,25,college/grad student,M
97828,18,sales/marketing,M
97829,32,scientist,M
97830,33,scientist,F
97831,44,executive/managerial,M
97832,31,retired,F
97833,18,sales/marketing,M
97834,27,college/grad student,M
97835,44,executive/managerial,M
97836,34,self-employed,M
97837,32,tradesman/craftsman,M
97838,26,executive/managerial,F
97839,25,college/grad student,M
97840,25,college/grad student,M
97841,26,college/grad student,M
97842,25,sales/marketing,M
97843,31,self-employed,M
97844,26,other or not specified,M
97845,32,sales/marketing,M
97846,21,K-12 student,M
97847,27,scientist,M
97848,26,other or not specified,M
97849,30,college/grad student,M
97850,26,college/grad student,M
97851,33,self-employed,M
97852,31,college/grad student,M
97853,37,writer,M
97854,30,self-employed,M
97855,34,college/grad student,F
97856,28,self-employed,M
97857,31,homemaker,M
97858,25,sales/marketing,M
97859,34,self-employed,M
97860,38,clerical/admin,M
97861,29,scientist,M
97862,18,K-12 student,M
97863,26,retired,F
97864,28,sales/marketing,M
97865,32,college/grad student,M
97866,30,academic/educator,F
97867,73,retired,F
97868,29,sales/marketing,M
97869,29,college/grad student,M
97870,25,sales/marketing,M
97871,31,homemaker,F
97872,43,executive/managerial,M
97873,28,sales/marketing,M
97874,27,self-employed,F
97875,90,retired,F
97876,34,college/grad student,M
97877,27,doctor/health care,M
97878,29,other or not specified,F
97879,27,college/grad student,F
97880,18,sales/marketing,M
97881,34,sales/marketing,M
97882,33,college/grad student,F
97883,25,college/grad student,M
97884,32,sales/marketing,M
97885,21,college/grad student,M
97886,53,executive/managerial,M
97887,31,scientist,M
97888,18,retired,F
97889,28,college/grad student,M
97890,28,executive/managerial,M
97891,25,sales/marketing,M
97892,33,sales/marketing,M
97893,28,executive/managerial,M
97894,22,executive/managerial,M
97895,27,homemaker,F
97896,31,other or not specified,M
97897,28,college/grad student,M
97898,11,K-12 student,M
97899,32,self-employed,F
97900,18,executive/managerial,M
97901,28,scientist,M
97902,32,college/grad student,M
97903,33,self-employed,M
97904,34,K-12 student,F
97905,31,college/grad student,M
97906,27,scientist,M
97907,34,other or not specified,F
97908,26,executive/managerial,M
97909,29,college/grad student,M
97910,29,college/grad student,M
97911,25,self-employed,F
97912,26,executive/managerial,M
97913,34,executive/managerial,M
97914,34,executive/managerial,M
97915,28,college/grad student,M
97916,32,other or not specified,F
97917,34,executive/managerial,M
97918,26,college/grad student,M
97919,25,college/grad student,M
97920,25,other or not specified,M
97921,34,self-employed,F
97922,27,college/grad student,M
97923,26,executive/managerial,M
97924,34,college/grad student,M
97925,26,academic/educator,M
97926,26,artist,F
97927,31,scientist,M
97928,31,other or not specified,M
97929,33,other or not specified,M
97930,34,executive/managerial,M
97931,18,K-12 student,M
97932,31,sales/marketing,M
97933,33,self-employed,M
97934,34,self-employed,M
97935,24,scientist,M
97936,32,college/grad student,M
97937,34,executive/managerial,M
97938,25,college/grad student,F
97939,30,other or not specified,F
97940,26,executive/managerial,F
97941,32,college/grad student,M
97942,30,executive/managerial,M
97943,25,other or not specified,M
97944,20,college/grad student,M
97945,33,self-employed,M
97946,31,college/grad student,M
97947,8,K-12 student,F
97948,30,sales/marketing,M
97949,32,retired,F
97950,15,college/grad student,M
97951,32,college/grad student,M
97952,24,clerical/admin,M
97953,28,sales/marketing,M
97954,32,college/grad student,M
97955,30,self-employed,F
97956,29,college/grad student,M
97957,26,executive/managerial,M
97958,28,executive/managerial,M
97959,33,executive/managerial,M
97960,28,executive/managerial,M
97961,33,executive/managerial,M
97962,34,college/grad student,M
97963,30,executive/managerial,M
97964,30,college/grad student,M
97965,29,scientist,M
97966,31,college/grad student,M
97967,25,college/grad student,M
97968,20,technician/engineer,M
97969,18,self-employed,M
97970,29,self-employed,F
97971,34,executive/managerial,M
97972,25,sales/marketing,M
97973,28,self-employed,M
97974,32,executive/managerial,M
97975,28,college/grad student,M
97976,30,lawyer,M
97977,31,college/grad student,M
97978,32,other or not specified,M
97979,27,executive/managerial,M
97980,34,executive/managerial,M
97981,33,executive/managerial,M
97982,26,K-12 student,M
97983,31,college/grad student,M
97984,26,clerical/admin,M
97985,29,self-employed,M
97986,51,executive/managerial,M
97987,28,scientist,M
97988,26,executive/managerial,M
97989,29,college/grad student,M
97990,30,college/grad student,M
97991,28,executive/managerial,M
97992,29,executive/managerial,M
97993,26,college/grad student,M
97994,34,executive/managerial,M
97995,28,self-employed,M
97996,33,college/grad student,M
97997,31,academic/educator,F
97998,28,executive/managerial,M
97999,33,sales/marketing,M
98000,25,scientist,F
98001,31,sales/marketing,M
98002,41,K-12 student,M
98003,37,executive/managerial,M
98004,40,executive/managerial,M
98005,29,other or not specified,M
98006,29,college/grad student,F
98007,32,scientist,M
98008,24,sales/marketing,M
98009,32,sales/marketing,M
98010,32,artist,M
98011,29,academic/educator,M
98012,18,K-12 student,M
98013,21,other or not specified,F
98014,29,college/grad student,M
98015,26,executive/managerial,M
98016,26,self-employed,M
98017,44,artist,F
98018,68,academic/educator,F
98019,33,self-employed,F
98020,46,academic/educator,F
98021,77,retired,M
98022,25,self-employed,M
98023,33,college/grad student,M
98024,28,retired,M
98025,31,academic/educator,F
98026,31,college/grad student,M
98027,42,sales/marketing,M
98028,27,self-employed,M
98029,30,clerical/admin,F
98030,25,sales/marketing,M
98031,32,executive/managerial,M
98032,30,clerical/admin,M
98033,32,retired,F
98034,30,executive/managerial,M
98035,33,executive/managerial,M
98036,26,college/grad student,M
98037,37,academic/educator,M
98038,25,artist,M
98039,27,self-employed,M
98040,31,sales/marketing,M
98041,33,executive/managerial,M
98042,34,executive/managerial,M
98043,33,programmer,M
98044,23,other or not specified,M
98045,18,scientist,M
98046,25,sales/marketing,M
98047,32,college/grad student,M
98048,49,clerical/admin,M
98049,18,college/grad student,F
98050,25,college/grad student,M
98051,33,executive/managerial,M
98052,33,college/grad student,F
98053,33,college/grad student,F
98054,34,college/grad student,F
98055,27,college/grad student,M
98056,33,other or not specified,F
98057,27,sales/marketing,M
98058,26,college/grad student,F
98059,27,college/grad student,M
98060,80,other or not specified,M
98061,25,scientist,M
98062,25,college/grad student,F
98063,27,executive/managerial,M
98064,33,executive/managerial,M
98065,42,executive/managerial,M
98066,54,academic/educator,F
98067,18,scientist,F
98068,34,other or not specified,M
98069,27,other or not specified,F
98070,29,executive/managerial,M
98071,42,self-employed,F
98072,34,college/grad student,M
98073,32,self-employed,F
98074,34,executive/managerial,M
98075,34,self-employed,M
98076,17,sales/marketing,F
98077,25,scientist,M
98078,26,executive/managerial,M
98079,30,self-employed,M
98080,34,homemaker,M
98081,52,executive/managerial,M
98082,25,executive/managerial,M
98083,33,executive/managerial,M
98084,34,homemaker,F
98085,31,college/grad student,M
98086,32,college/grad student,F
98087,30,college/grad student,F
98088,33,college/grad student,M
98089,28,self-employed,M
98090,25,scientist,M
98091,32,college/grad student,M
98092,34,self-employed,F
98093,18,clerical/admin,M
98094,8,scientist,M
98095,28,sales/marketing,M
98096,31,executive/managerial,M
98097,26,executive/managerial,M
98098,34,college/grad student,M
98099,30,college/grad student,M
98100,34,executive/managerial,M
98101,25,scientist,M
