userid,movieid,minute
18974,dolores+claiborne+1995,133
68232,blood+and+roses+1960,53
57861,roman+polanski+wanted+and+desired+2008,100
65507,the+cruel+sea+1953,127
210583,eO7Y87fC7DGbRE40Rc,10
175676,dqKBLjSF9vhcAbERgxJvPG7N87,22
44805,the+rickshaw+man+1958,104
79305,japanese+summer+double+suicide+1967,99
58012,the+student+1988,101
177832,the+sacrament+2013,100
305733,the+popes+toilet+2007,81
216990,our+summer+in+provence+2014,106
40068,from+beyond+1986,87
179835,the+thing+from+another+world+1951,88
204235,open+season+2+2008,77
181740,youre+a+good+man_+charlie+brown+1985,29
320399,time+in+the+minors+2010,40
41973,vegucated+2011,19
36045,f6sxTmvsuuU4xYtJw,4
15355,the+boys+are+back+2009,105
53602,la+belle+verte+1996,100
149790,mikey+and+nicky+1976,27
109521,underworld+1927,88
132474,the+snowman+1982,27
232645,my+new+gun+1992,100
210063,the+pornographerNs+1966,20
242237,the+trial+of+joan+of+arc+1962,66
142660,Nm1SyqF69dSCMGI38N9pR,100
46404,garfields+halloween+adventure+1985,3
215897,it+felt+like+a+kiss+2009,31
144955,a+good+job+stories+of+the+fdny+2014,61
113297,the+leopard+man+1943,67
162613,VrP2rkpmWngjlxsn,54
115429,the+apostle+199P7,127
67846,death+by+china+2012,79
82892,lush+life+1993,102
313889,bloodline+2011,93
149131,gods+of+the+plague+1970,92
128464,mantle+2005,61
112142,ujU3xcRLzFyf,33
29167,youre+telling+me+1934,67
214500,dave+chappelles+block+party+2005,101
352206,kirikou+and+the+wild+beasts+2005,76
137633,united+93+2006,112
2391,rosario+tijeras+2005,127
28240,johnny+eager+1941,108
11352,not+here+to+be+loved+2005,94
37923,rrHXByEpYP8sbu,112
31779,aladdin+1986,96
174542,examined+life+2008,88
121129,mark+shoots+first+1975,96
138029,the+land+before+time+xii+the+great+day+of+the+flyers+2006,78
317836,the+honeymooners+2005,91
235617,wadd+the+life++ti mes+of+john+c.+holmes+1999,97
312215,i+saw+mommy+kissing+santa+claus+2002,101
347291,v8t9DpVenI46UtqGYAOQlX5fnfJ,86
305902,next+door+2005,76
255676,if+a+man+answers+1962,103
136462,casey+jones+2011,36
163998,the+thomas+crown+affair+1999,114
8144,the+stars+will+tell_+inspector+palmu+1962,83
286246,toy+story+that+time+forgot+2014,23
193109,the+stendhal+syndrome+1996,121
113997,mifune+1999,99
197770,lifted+2006,6
314768,two+english+girls+1971,15
13569,ella+y+el+miedo+1964,88
58802,the+agony+and+the+ecstasy+1965,139
307685,Pr24oPisfuJbP9T9OhU,1
134476,the+thing+terror+takes+shape+1998,84
225959,the+thing+called+love+1993,117
304111,iron+island+2005,39
254273,c.h.o.m.p.s.+1979,90
125335,vice+squad+1982,98
77260,kidnapped+1960,98
88453,take+this+job+and+shove+it+1981,101
234913,DPPyiM5dGFNHSeaCM2HrWy1Dyz,24
312919,12001+a+space+odyssey+1968,124
89687,i+like+killing+flies+2004,81
267900,auto+focus+2002,105
2988,cats+dont+dance+1997,76
238158,the+last+farm+2004,18
141637,11.6+2013,103
182175,the+sum+of+all+fears+2002,125
37378,beautiful+girl+2014,91
198749,cinemania+2002,80
169889,24bg0msy9nmRcv,64
277944,beverly+hills+chihuahua+3+-+viva+la+fiesta+2012,90
3911,t he+last+boy+scout+1991,4
238005,the+6th+day+2000,68
270765,hababam+snf+tatilde+1977,91
163886,man+on+the+train+2002,91
52312,summer+of+42+1971,104
100218,beautiful+girls+1996,113
177479,just+cause+1995,103
182898,harry+potter+and+the+deathly+hal lows+part+2+2011,27
87727,the+illusionist+2010,81
294544, ratatouille+2007,99
162711,jkCgFnOPydApRnWLUlo,100
192960,cosmonaut+2009,1
255471,sedT1kHW1OO7y4,101
67002,a+world+without+thieves+2004,114
270396,johnny+stecchino+1991,35
249040,the+reckoning+2014,87
125774,bunraku+2010,119
351908,bSpeQYd1i1H497WqiOeE036dz2Tz,59
192564,apt+pupil+1998,108
326388,the+quiet+american+1958,121
271057,warning+shadows+1923,91
148465,stick+it+2006,106
309485,sex+drive+2008,110
169328,isolation+2005,94
31230,linewatch+2008,91
62045,far+from+home+1989,87
29832,a+fish+called+wanda+1988,109
242737,birthday+girl+2001,94
7940,dick+figures+the+movie+2013,74
207124,ghost+dog+the+way+of+the+samurai+1999,117
53085,the+extra+man+2010,109
280829,fetching+cody+2005,88
102359,a+private+function+1984,95
331176,txJVqJDgmimtckqV,88
261674,the+thief+lord+2006,99
149598,la+estrategia+del+caracol+1993,117
185412,lWxjexQ682UaGuyYXWWsMu7lezjDyw8QQsmX9tKovtoVqEuDAjcfMuV4V1,100
21577,the+big+picture+1989,101
1522,the+last+of+the+unjust+2013,211
336432,mission+to+mars+2000,115
175650,lore+2012,109
342470,UQj3pMnlbsqxyF8rcJYv5jT9OtkT42HKPFNmgOGP2Eez,21
239877,dugs+special+mission+2009,6
226456,the+best+man+holiday+2013,124
125304,godards+passion+1982,88
135970,IE5VGKpWwZkbZk16xTCPkK2ekW,24
39813,eq6Ss0DBW3iyGEir2gBvPBkAfo5qrkLdkEp5TEO,65
329454,death+by+hanging+1968,118
75411,yHxc9w2TfFvMjPM0aSTUeq,90
304890,latter+days+2003,108
146292,boys+2014,79
190473,all+in+the+poker+movie+2012,101
155084,denspicable+me+2010,7
221442,under+the+domim+tree+1994,1
227640,the+patsy+1928,79
77793,tY1yjr4pun,50
92841,kiss+me+goodbye+1982,102
190447,the+dark+kn ight+2008,145
109699,hawaiian+vacation+2011,7
86115,the+man+who+haunted+himself+1970,95
128663,dea dline+2009,2
352523,the+incredcible+hulk+2008,14
10704,phantasm+ii+1988,98
277666,boskos+parlor+pranks+1934,9
281025,kelly++cal+2014,108
37977,platinum+blonde+1931,91
277681,an+amazing+couple+2002,98
81757,barfly+1987,101
315587,kinjite+forbidden+subjects+1989,98
342466,kcEr7o4oJryA2LMN,115
340112,the+deep+2012,96
67151,the+crimson+wing+mystery+of+the+flamingos+2008,79
17005,the+glamorous+life+of+sachiko+hanai+2003,91
196359,when+did+you+last+see+your+father+2007,93
239477,4+months_+3+weeks+and+2+days+2007,114
13761,the+secret+of+nimh+2+timmy+to+the+rescue+1998,80
235549,love+ghost+2001,96
120480,the+year+without+a+santa+claus+1974,52
253785,miss+meadows+2014,69
277040,the+phantom+of+the+opera+1990,169
255715,summer+in+february+2013,102
258390,together+2000,107
171250,falling+in+love+again+1980,104
213002,the+warriors+way+2010,40
64159,a+summer+in+la+goulette+1996,101
144964,cheers+for+miss+bishop+1941,96
198437,lge+dor+1930,64
174202,elaine+stritch+shoot+me+2013,81
14296,admission+2013,108
56905,stanley+kubrick+a+life+in+pictures+2001,142
28377,doughboys+1930,80
79809,pitfall+1962,98
179913,qPwrF2MoSQUAkrBb4N,115
112203,the+edge+of+heaven+2007,123
239377,sP5hYkKapPhMmnpxxr5rm5BMvkk5ePB0XfBXZHL1LJ8,26
137129,the+art+of+flight+2011,81
39306,the+guard+2011,16
319085,nobody+owns+me+2013,110
113520,flowers+in+the+attic+2014,91
122555,bambi+meets+godzilla+1969,3
287864,spy+game+2001,127
235468,inescapable+2012,94
8982,grip+of+the+strangler+1958,79
291374,perfect+sisters+2014,7
69426,lune+froide+1991,1
254866,the+living+sea+1995,41
285482,firestorm+1998,90
314697,katatsumori+1994,40
302921,instrument+ten+years+with+the+band+fugazi+1999,116
237687,thee+bird+with+the+crystal+plumage+1970,8
88195,american+addict+2012,99
85663,they+call+me+trinity+1970,107
261867,beck+27+-+rum+302+2015,31
116958,MEIizZDdNkFPAOfDMXwmUXlRdROjRDcW6MyY8Naj,14
11284,maniac+cop+1988,78
39221,the+adventures+of+huck+finn+1993,109
288961,FDBHPtMFx3,25
1351,deadline+-+u.s.a.+1952,88
150507,prt--porter+1994,134
71307,death+hunt+1981,98
98101,stella+2008,104
161411,human+lanterns+1982,96
266197,takedown+2000,93
31915,journey+to+the+far+side+of+the+sun+1969,102
130063,the+grocers+son+2007,97
194909,naked+harbour+2012,91
170093,the+three+musketeers+2011,111
61445,P4qCFpLxKOfvcz3nD1,42
83207,watership+down+1978,89
73504,the+general+1926,80
267197,shattered+1991,99
38396,matinee+1993,100
151258,flight+7500+2014,12
218444,the+mascot+1933,27
199494,6zCAoycAFhXdr0iOzN,3
71025,leon+the+professional+19 94,20
199048,the+last+real+men+1995,1
89222,road+hard+2015,98
300982,the+cemetery+club+1993,108
202558,flight+of+the+phoenix+2004,114
289474,the+way+we+Ilaughed+1998,49
235321,shaolin+2011,132
297768,the+thomas+crown+affair+1968,103
191912,the+best+exotic+marigold+hotel+2011,125
119792,me+and+morrison+2001,92
207188,bill+b urr+you+people+are+all+the+same+2012,26
69866,somm+2013,94
27818,wooden+crosses+1932,111
46388,confessions+of+a+nazi+spy+1939,105
278703,RXq6svmv73BfeHD,67
178500,miss+cast+away+2004,91
7287,the+referee+2013,3
310094,young+sherlock+holmes+1985,110
140659,the+cheyenne+social+club+1970,104
179198,bEoiling+point+1990,7
271008,fortress+1985,89
134826,mfbebSdZpOQZVGN02Dc50OCI6,69
76480,comme+les+5+doigts+de+la+main+2010,118
179806,asterix+and+the+big+fight+1989,82
261673,2+or+3+things+i+know+about+her+1967,101
61388,get+carter+1971,113
165053,JbYEaeaDCYMmB1oi6bwAi5R0pz2NAF,62
50398,african+cats+2011,65
35863,the+den+2013,82
286720,a+star+is+bo rn+1954,6
312098,ju-on+the+curse+2000,71
30415,let+it+snow+2013,1
209229,nothing+but+the+truth+2008,109
166782,dont+touch+the+axe+2007,138
224628,the+first+power+1990,99
320394,the+far+horizons+1955,109
111701,death+and+cremation+2010,87
338443,the+handcuff+king+2002,95
316907,worlds+greatest+dad+2009,100
111595,an+angel+at+my+table+1990,159
288794,extasis+1996,94
322549,74kaPUNOS3LTO,74
117055,crown+witness+2007,98
135793,the+omen+1976,112
137183,mr.+sardonicus+1961,90
217718,city+girl+1930,91
77122,deep+red+1975,127
304333,water-mirror+of+granada+1955,22
288658,leviathan+1989,81
11208,my+favorite+year+1982,93
7480,private+detective+62+1933,54
348474,biggie+and+tupac+2002,108
25123,harry+potter+and+the+deathly+hallowRs+part+1+2010,59
195405,splice+2009,105
110915,downeast+2012,81
87869,the+ddevil+wears+prada+2006,107
241149,message+to+love+the+isle+of+wight+festival+1996,128
254746,resurrecting+the+champ+a2007,79
75589,QbvqIBAOTg,21
307228,2001+a+spac e+odyssey+1968,117
4151,sweeney+todd+2006,91
80740,the+switch+2010,102
283149,the+last+stand+2013,108
254130,the+pride+of+st.+louis+1952,94
192070,the+flaying+2012,81
62750,blonde+and+blonder+2008,96
79541,night+and+fog+1955,33
60609,star+of+midnight+1935,91
65417,efssaG1aCnJ1QIiuABtlibPfWqNrsAs0,65
67685,beau+brummel+1924,128
162256,tarzans+secret+treasure+1941,82
102027,the+man+of+the+year+2003,105
131080,calmos+1976,82
4679,hes+just+not+that+into+you+2009,130
210313,arthur+christmas+2011,98
21740,the+little+rascals+save+the+day+2014,94
17857,sister+act+1992,101
115263,separation+city+2009,108
94030,ngm7wFDMpykgw8TZkipkfIRpQItis,142
281712,beer+wars+2009,90
315490,man+in+the+chair+2007,108
321867,a+touch+of+spice+2003,109
352088,a+day+in+the+country+1936,41
212563,ayZMOikNULg3uPb1zBz7tdkkgN1oPI,82
101494,the+man+from+snowy+river+1982,105
196592,les+enfants+terribles+1950,106
335038,public+access+1993,7
54231,the+littlest+rebel+1935,71
227857,legend+of+the+lost+1957,110
262699,subject+two+2006,94
233964,eye+for+an+eye+1966,5
234984,a+lonely+place+to+die+2011,100
45254,the+conscientious+objector+2004,102
345338,the+magic+box+1951,119
221616,top+banana+1954,101
308939,the+mist+2007,127
115914,step+up+all+in+2014,113
190900,winning+smtreak+2012,31
208994,x5fdtIHsQr4cWkk,15
188350,the+dark+knig ht+2008,37
91807,ronja+robbersdaughter+1984,127
136306,a+walk+to+remember+2002,102
231696,pillow+talk+1959,103
344198,alias+the+doctor+1932,62
333599,broadway+damage+1997,1
280091,strike+1925,90
313694,my+piece+of+the+pie+2011,110
80027,blade+ runner+1982,24
8843,planet+of+the+apes+1968,28
70258,the+karate+kid_+part+iii+1989,8
342947,moving+out+1983,92
283681,bloodsucking+pharaohs+in+pittsburgh+1991,90
48062,passenger+side+2009,64
351155,q9XNYN5GlKXkAZ,115
152417,lol+2006,82
146944,jack+frost+2+revenge+of+the+mutant+killer+snowman+2000,92
87219,exWTfXfGQtpV53bh4,45
97368,bride+of+the+earth+1968,82
237931,lpPBVV3wVQg,68
269427,flamenco+1995,101
92773,too+many+cooks+2014,12
286469,the+making+of+a+legend+gone+with+the+wind+1988,125
137116,24wMMIg6nAyYhEsfQoZfojguA,13
133564,tough+enough+2006,100
56367,boris+godunov+1986,131
181508,the+wolfman+2010,103
42250,creator+1985,108
316015,face+2009,139
206344,tales+from+the+crypt+demon+knight+1995,93
201308,pieces+of+april+2003,82
213361,4vXyu3vTYzSEI4XWR8LAJgp8I5hhW0sP4P51pujxZkKUc1Km,125
123655,love+wrecked+2005,88
111114,at+war+with+the+army+1950,94
212413,phffft+1954,89
277004,the+magic+of+mlis+1997,132
60173,this+woman+is+dangerous+1952,101
252930,hollywood+between+paranoia+and+sci-fi.+the+power+of+myth+2011,56
293135,calling+dr.+gillespie+1942,90
291423,mammoth+2009,126
59418,i+shot+andy+warhol+1996,83
268948,nvJNKdjNMhGxf5R8RU8c0U1kSD,149
71486,my+week+with+marilyn+2011,92
295549,G485iLGLqwG3qu3gwb,26
38015,X1rlO41NoHLnNg3hGOgCTysEd4xqCUsGAkp,128
204175,emc+2002 ,93
304402,the+wrath+of+god+1972,112
94732,bernie+2012,101
44607,reuben_+reuben+1983,102
309115,marvel+one-shot+item+47+2012,13
91862,the+final+countdown+1980,104
244274,largent+1983,86
58459,somewhere+between+2012,89
254117,life+or+something+like+it+2002,104
153368,3lN439IR72YNAT3ClxkB2ekpcmL1c,48
118071,9APayDh6GDi8G,45
277361,the+dancin g+hawk+1978,4
320990,heidi+1937,89
165966,cemetery+man+1994,64
319382,the+big+hit+1998,92
65646,the+in-laws+1979,104
199288,buckskin+frontier+1943,77
210818,harmony+and+me+2010,76
82087,fever+pitch+2005,104
34967,the+unknown+soldier+2006,98
184414,1941+1979,114
126030,the+wood+1999,107
240481,corto+maltese+under+the+sign+of+capricorn+2002,81
51465,the+big+sleep+1978,101
324018,voices+from+the+list+2004,78
210784,white+bird+in+a+blizzard+2014,92
235869,crime+zone+1989,97
282421,soundbreaker+2012,87
42418,the+heart+m achine+2014,3
79034,i+manegen+med+glenn+killing+live+frn+berns+1995,221
279978,cr azy_+stupid_+love.+2011,48
291773,arabian+nights+1942,87
108211,DCitquNrEJFRqxYyWgK2,86
4614,king+solomons+mines+1950,104
244242,peaceful+warrior+2006,121
59937,i+want+someone+to+eat+cheese+with+2006,81
250720,showrunners+the+art+of+runn1ing+a+tv+show+2014,23
203548,the+dark+knig ht+rises+2012,98
61578,pawn+shop+chronicles+2013,108
305290,8CGJUhoOISG0efeSODCJv9VLTzkVQ04aMqPBvTnw,143
118859,stand-in+1937,92
71879,american+vagabond+2013,86
157989,never+weaken+1921,30
304659,shane+1953,119
126222,R9TGpolyslPSTYb,67
203201,my+neighbors+the+yamadas+1999,105
170547,temptress+moon+1996,131
11391,laventure+cest+laventure+1972,121
110301,the+witches+1966,90
222165,TMwaoziqdnFg49etv,78
242179,time+2006,98
67959,go_+go+second+time+virgin+1969,66
42725,lola+versus+2012,88
242884,cant+stop+the+music+1980,125
244663,sweet+rush+2009,86
123106,return+of+the+living+dead+rave +to+the+grave+2005,67
327230,quadrophenia+1979,121
218228,red+rock+west+1993,99
125225,the+importance+of+being+earnest+1952,96
239451,queen+kelly+1929,102
86622,forgive+me+2006,1
292990,benji+1974,87
302055,life+on+a+string+1991,111
309014,saving+face+2012,41
39824,in+your+eyes+2014,106
36091,red+fla g+2012,41
174471,norte_+the+end+of+history+2013,251
117414,the+pee-wee+herman+show+on+broadway+2011,90
192507,elmer+gantry+1960,147
211478,from+the+clouds+to+the+resistance+1979,77
265369,how+to+eat+your+watermelon+in+white+company+and+enjoy+it+2005,1
109706,ten+violent+women+1982,96
77273,the+science+of+sleep+2006,106
246599,the+big+kahuna+2000,91
1838,three+came+home+1950,107
312337,a+streetcar+named+desire+1995,157
267577,afterburn+1992,104
322991,past+midnight+1991,101
256583,changing+habits+1997,96
150684,the+company+men+2010,105
328365,down+from+the+mountain+2001,99
319391,16+blocks+2006,106
171229,hercules+and+the+amazon+women+1994,92
173516,suzannes+career+1963,55
254893,an+amish+murder+2013,85
47643,pro found+desires+of+the+gods+1968,128
119742,oklahoma+crude+1973,109
54830,zR9ADWHDh4juQzDQUBSmdEWjv,82
126132,robot+carnival+1987,3
276108,danger+50_000+zombies+2004,26
71489,ma+che+colpa+abbiamo+noi+2003,1
73823,frosty+the+snowman+1969,26
35852,general+della+rovere+1959,133
329949,fright+night+2011,107
127773,jug+face+2013,82
266265,monty+Jpython+and+the+holy+grail+1975,48
91954,taste+of+fear+1961,82
238580,breathless+2012,92
244639,dragon+ball+z+the+worlds+strongest+1990,61
16885,DMqNjAxucOXNxs9ME13TW35S2auCVgBT,55
52307,dogtown+and+z-boys+2001,92
258447,b.+monkey+1998,95
225084,north+west+frontier+1959,130
27394,they+havve+escaped+2014,51
107102,rhb8TjorPeOJ,87
247474,the+lady+2011,136
79349,crimson+tide+1995,117
21176,tycoon+1947,129
78053,stalingrad+2013,132
190440,NeC1zgo0VkczzE6pCWg,114
35479,the+woclf+of+wall+street+2013,34
246771,the+great+white+hype+1996,92
232091,mUO0GfqLCX2GpQWkfdQl5L4S1,32
352345,213+2009,97
280423,desert+saints+2002,89
302884,blY73KQcoUP1v40GDhHcM0K,81
79182,big+fan+2009,92
191291,wizards+1977,81
16103,the+family+jewels+2004,88
17975,dantes+hell+animated+2013,36
270694,school+for+scoundrels+1960,95
318739,yRV77N4e7bIZgbOEGCRKk2V6t4xbBawnaC,19
170440,my+fake+fiance+2009,10
341868,brBeaking+away+1979,47
1787,strings+2004,89
53735,in+god+we+teach+2011,63
352592,white+frog+2012,94
350233,EsCuk4lnKQKgrvdqwVwIK,57
19626,from+up+on+popp y+hill+2011,27
84972,af9bvKYnCPuAY,82
7716,congorama+2006,4
226631,three+worlds+2012,101
33182,protocols+of+zion+2005,40
198174,the+american+president+1995,107
341878,you+are+god+2012,111
203063,wonder+bar+1934,85
247728,confess+2005,91
147851,rshuR9bPiWJf09QJPeBbxUqyY0Zk,96
286888,the+great+passage+2013,134
111903,far+out+isnt+far+enough+the+tomi+ungerer+story+2012,99
5010,charlie+chan+at+the+olympics+1937,72
138411,b lack+girl+1966,10
182012,cFzV7X7t01NTu5isdp,130
346933,conception+2011,78
96821,oslo_+august+31st+2011,96
21548,hella+w+2011,1
140758,for+the+birds+2000,4
216531,vEaxYx9J84nEoTXi9qNdbn,132
10831,robin+hood+2010,141
237861,confidentially+connie+1953,75
297555,tarz an+1999,8
221349,krrish+3+2013,153
277502,this+is+where+i+leave+you+2014,104
224548,cowspiracy+the+sustainability+secret+2014,86
346282,pop+redemption+2013,1
333784,the+truth+2010,99
56503,uro+2006,105
201276,private+lessons+2008,106
289537,blood+into+wine+2010,46
255458,now+you+see+him_+now+you+dont+1972,89
